systemName,systemId,facilityId,facilityName  ,facilityLegalName                 ,serviceLineLevel3,plantId,sku               ,materialUpdatedOn,materialVersion,apiId  ,apiName                                                        ,apiStatus,apiUpdatedOn,apiVersion,tradeId,tradeName   ,tradeStatus,tradeUpdatedOn,tradeVersion,masterMaterialId,masterDescription                                                                ,materialType,industrySector,materialGroup,baseUOM,batchSize,lotSizeRule,masterStatus,masterUpdatedOn,masterVersion,masterClientId,masterName                                          ,addressLine1,addressLine2,addressLine3                  ,city              ,state,postalCode ,country1,country2,masterClientStatus,masterClientUpdatedOn,masterClientVersion,parentClientId,parentName                  ,parentStatus,parentUpdatedOn,parentVersion,erpCustomerId,erpCustomerUpdatedOn,erpCustomerVersion,customerMaterialId                 ,shipToId  ,shipToName                         ,shipToStreet                       ,shipToCity                         ,shipToState,shipToCountry,shipToZipCode,saleUOM,UoMConversions                                                                             ,START_DATE  ,END_DATE    ,ACTIVE,CHANGE,DATE_SENT                    ,ID,,,,,
ERP_EU    ,600,1013,Monza         ,Patheon Italia SpA                ,Steriles         ,0010   ,000000000000362986,2021-06-09       ,0              ,"100,103",ZOSTER                                                         ,ACTIVE   ,2020-12-04  ,0         ,"100,156",ZOSTAVAX    ,ACTIVE     ,2020-12-04    ,0           ,7000000178      ,ZOSTER 125G/ML                                                                   ,HALB        ,P             ,DPROD05      ,ST     ,"167,400  ",EX         ,ACTIVE      ,2023-10-13     ,2            ,104666        ,GlaxoSmithKline Biologicals SA                      ,            ,            ,Rue de l'Institut 89          ,Rixensart         ,     ,1330       ,BE      ,BEL     ,ACTIVE            ,2020-10-23           ,0                  ,10704         ,Glaxosmithkline Plc         ,ACTIVE      ,2020-10-20     ,0            ,0001003796   ,2020-12-08          ,0                 ,?                                  ,0001003796,GlaxoSmithKline Biologicals SA     ,"Rue de I'institut, 89              ",RIXENSART                          ,10         ,BE           ,1330         ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1013,Monza         ,Patheon Italia SpA                ,Steriles         ,0010   ,000000000000363140,2022-10-03       ,0              ,"100,688",ELOTUZUMAB                                                     ,ACTIVE   ,2022-10-12  ,0         ,"100,546",EMPLICITI   ,ACTIVE     ,2022-12-10    ,0           ,7000001473      ,EMPLICITI 400MG VIALS                                                            ,HALB        ,P             ,DPROD05      ,ST     ,0        ,EX         ,ACTIVE      ,2022-10-03     ,0            ,200143        ,SWORDS LABORATORIES Ireland Swiss Branch Steinhausen,            ,            ,Hinterbergstrasse 16          ,Steinhausen       ,     ,6312       ,CH      ,CHE     ,ACTIVE            ,2021-07-06           ,0                  ,10307         ,Bristol-Myers Squibb Co     ,ACTIVE      ,2020-11-05     ,0            ,0001004016   ,2021-07-06          ,0                 ,?                                  ,0001004016,Swords Laboratories Unlimited Compa,"Dublin, Boudry Branch              ",Boudry                             ,NE         ,CH           ,2017         ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,Ferentino     ,Patheon Italia SpA                ,Steriles         ,0020   ,000000000000415156,2020-11-20       ,0              ,"100,040",IOMEPROL                                                       ,ACTIVE   ,2020-10-22  ,0         ,"100,039",IOMERON     ,ACTIVE     ,2020-10-22    ,0           ,5000000190      ,IOMERON 300 200ML UK                                                             ,FERT        ,P             ,DPROD02      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0            ,200033        ,Spin SpA                                            ,            ,            ,Via Caduti di Marcinelle 13   ,Milano            ,     ,20134      ,IT      ,ITA     ,ACTIVE            ,2020-10-23           ,0                  ,11801         ,Bracco Spa                  ,ACTIVE      ,2020-10-20     ,0            ,0206506511   ,2020-12-08          ,0                 ,700272                             ,0000000135,KUEHNE + NAGEL SRL CON UNICO SOCIO ,STRADA VICINALE FRATTA S/N LOC.PADU,ANAGNI                             ,           ,IT           ,03012        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,Ferentino     ,Patheon Italia SpA                ,Steriles         ,0020   ,000000000000415117,2020-11-20       ,0              ,"100,040",IOMEPROL                                                       ,ACTIVE   ,2020-10-22  ,0         ,"100,039",IOMERON     ,ACTIVE     ,2020-10-22    ,0           ,5000000345      ,IOMERON 400 100ML SP                                                             ,FERT        ,P             ,DPROD02      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0            ,200033        ,Spin SpA                                            ,            ,            ,Via Caduti di Marcinelle 13   ,Milano            ,     ,20134      ,IT      ,ITA     ,ACTIVE            ,2020-10-23           ,0                  ,11801         ,Bracco Spa                  ,ACTIVE      ,2020-10-20     ,0            ,0206506511   ,2020-12-08          ,0                 ,709578                             ,0000000135,KUEHNE + NAGEL SRL CON UNICO SOCIO ,STRADA VICINALE FRATTA S/N LOC.PADU,ANAGNI                             ,           ,IT           ,03012        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,Ferentino     ,Patheon Italia SpA                ,Steriles         ,0020   ,000000000000415114,2020-11-20       ,0              ,"100,040",IOMEPROL                                                       ,ACTIVE   ,2020-10-22  ,0         ,"100,039",IOMERON     ,ACTIVE     ,2020-10-22    ,0           ,5000000282      ,IOMERON 350 200ML SP                                                             ,FERT        ,P             ,DPROD02      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0            ,200033        ,Spin SpA                                            ,            ,            ,Via Caduti di Marcinelle 13   ,Milano            ,     ,20134      ,IT      ,ITA     ,ACTIVE            ,2020-10-23           ,0                  ,11801         ,Bracco Spa                  ,ACTIVE      ,2020-10-20     ,0            ,0206506511   ,2020-12-08          ,0                 ,70959A                             ,0000000053,SILVANO CHIAPPAROLI LOGISTICA SPA  ,STRADA PROVINCIALE MOROLENSE       ,ANAGNI                             ,FR         ,IT           ,03012        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,Ferentino     ,Patheon Italia SpA                ,Steriles         ,0020   ,000000000000415344,2020-11-20       ,0              ,"100,040",IOMEPROL                                                       ,ACTIVE   ,2020-10-22  ,0         ,"100,039",IOMERON     ,ACTIVE     ,2020-10-22    ,0           ,5000000263      ,IOMERON 350 10X50ML NL                                                           ,FERT        ,P             ,DPROD02      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0            ,200033        ,Spin SpA                                            ,            ,            ,Via Caduti di Marcinelle 13   ,Milano            ,     ,20134      ,IT      ,ITA     ,ACTIVE            ,2020-10-23           ,0                  ,11801         ,Bracco Spa                  ,ACTIVE      ,2020-10-20     ,0            ,0206506511   ,2020-12-08          ,0                 ,70851G                             ,0000000053,SILVANO CHIAPPAROLI LOGISTICA SPA  ,STRADA PROVINCIALE MOROLENSE       ,ANAGNI                             ,FR         ,IT           ,03012        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,Ferentino     ,Patheon Italia SpA                ,Steriles         ,0020   ,000000000000415226,2020-11-20       ,0              ,"100,040",IOMEPROL                                                       ,ACTIVE   ,2020-10-22  ,0         ,"100,039",IOMERON     ,ACTIVE     ,2020-10-22    ,0           ,5000000219      ,IOMERON 300 6X500ML CH                                                           ,FERT        ,P             ,DPROD02      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0            ,200033        ,Spin SpA                                            ,            ,            ,Via Caduti di Marcinelle 13   ,Milano            ,     ,20134      ,IT      ,ITA     ,ACTIVE            ,2020-10-23           ,0                  ,11801         ,Bracco Spa                  ,ACTIVE      ,2020-10-20     ,0            ,0206506511   ,2020-12-08          ,0                 ,700575                             ,0000000053,SILVANO CHIAPPAROLI LOGISTICA SPA  ,STRADA PROVINCIALE MOROLENSE       ,ANAGNI                             ,FR         ,IT           ,03012        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,Ferentino     ,Patheon Italia SpA                ,Steriles         ,0020   ,000000000000415349,2020-11-20       ,0              ,"100,040",IOMEPROL                                                       ,ACTIVE   ,2020-10-22  ,0         ,"100,039",IOMERON     ,ACTIVE     ,2020-10-22    ,0           ,5000000322      ,IOMERON 350 6X500ML NL                                                           ,FERT        ,P             ,DPROD02      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0            ,200033        ,Spin SpA                                            ,            ,            ,Via Caduti di Marcinelle 13   ,Milano            ,     ,20134      ,IT      ,ITA     ,ACTIVE            ,2020-10-23           ,0                  ,11801         ,Bracco Spa                  ,ACTIVE      ,2020-10-20     ,0            ,0206506511   ,2020-12-08          ,0                 ,700427                             ,0000000135,KUEHNE + NAGEL SRL CON UNICO SOCIO ,STRADA VICINALE FRATTA S/N LOC.PADU,ANAGNI                             ,           ,IT           ,03012        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,Ferentino     ,Patheon Italia SpA                ,Steriles         ,0020   ,000000000000415220,2020-11-20       ,0              ,"100,040",IOMEPROL                                                       ,ACTIVE   ,2020-10-22  ,0         ,"100,039",IOMERON     ,ACTIVE     ,2020-10-22    ,0           ,5000000137      ,IOMERON 250 10X50ML CH                                                           ,FERT        ,P             ,DPROD02      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0            ,200033        ,Spin SpA                                            ,            ,            ,Via Caduti di Marcinelle 13   ,Milano            ,     ,20134      ,IT      ,ITA     ,ACTIVE            ,2020-10-23           ,0                  ,11801         ,Bracco Spa                  ,ACTIVE      ,2020-10-20     ,0            ,0206506511   ,2020-12-08          ,0                 ,70993C                             ,0000000053,SILVANO CHIAPPAROLI LOGISTICA SPA  ,STRADA PROVINCIALE MOROLENSE       ,ANAGNI                             ,FR         ,IT           ,03012        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
ERP_EU    ,600,1011,Ferentino     ,Patheon Italia SpA                ,Steriles         ,0020   ,000000000000415357,2020-11-20       ,0              ,"100,040",IOMEPROL                                                       ,ACTIVE   ,2020-10-22  ,0         ,"100,039",IOMERON     ,ACTIVE     ,2020-10-22    ,0           ,5000000131      ,IOMERON 250 100ML BE                                                             ,FERT        ,P             ,DPROD02      ,ST     ,0        ,EX         ,ACTIVE      ,2020-12-01     ,0            ,200033        ,Spin SpA                                            ,            ,            ,Via Caduti di Marcinelle 13   ,Milano            ,     ,20134      ,IT      ,ITA     ,ACTIVE            ,2020-10-23           ,0                  ,11801         ,Bracco Spa                  ,ACTIVE      ,2020-10-20     ,0            ,0206506511   ,2020-12-08          ,0                 ,702392                             ,0000000053,SILVANO CHIAPPAROLI LOGISTICA SPA  ,STRADA PROVINCIALE MOROLENSE       ,ANAGNI                             ,FR         ,IT           ,03012        ,?      ,                                                                                           ,"Nov 27, 2023","Dec 31, 9000",Y     ,I     ,"Nov 27, 2023, 11:14:05.745 PM",1,,,,,
